ds,t,y
2012-04-08,56.4,33480.0
2012-04-09,52.1,42342.0
2012-04-10,45.0,44625.0
2012-04-11,38.6,46664.0
2012-04-12,45.4,45198.0
2012-04-13,51.2,42589.0
2012-04-14,55.2,38249.0
2012-04-15,65.4,36141.0
2012-04-16,68.1,43018.0
2012-04-17,53.1,42406.0
2012-04-18,53.8,42938.0
2012-04-19,54.6,43493.0
2012-04-20,63.8,42495.0
2012-04-21,45.7,38119.0
2012-04-22,42.1,38481.0
2012-04-23,45.6,45092.0
2012-04-24,49.2,44797.0
2012-04-25,53.4,43681.0
2012-04-26,57.1,43324.0
2012-04-27,45.5,42776.0
2012-04-28,46.0,39633.0
2012-04-29,51.4,36446.0
2012-04-30,64.8,44061.0
2012-05-01,64.1,44841.0
2012-05-02,70.6,48515.0
2012-05-03,76.7,52482.0
2012-05-04,71.6,49440.0
2012-05-05,67.9,40920.0
2012-05-06,65.4,38866.0
2012-05-07,70.3,48378.0
2012-05-08,64.9,45765.0
2012-05-09,59.5,43148.0
2012-05-10,55.2,42308.0
2012-05-11,58.3,42106.0
2012-05-12,62.9,37074.0
2012-05-13,62.4,35186.0
2012-05-14,64.1,44120.0
2012-05-15,67.9,46167.0
2012-05-16,67.4,45670.0
2012-05-17,58.7,43012.0
2012-05-18,62.2,43387.0
2012-05-19,70.6,41791.0
2012-05-20,74.9,43233.0
2012-05-21,72.5,50165.0
2012-05-22,65.1,45988.0
2012-05-23,67.0,46928.0
2012-05-24,72.4,50879.0
2012-05-25,77.5,54062.0
2012-05-26,80.0,51541.0
2012-05-27,81.9,50991.0
2012-05-28,82.9,53076.0
2012-05-29,76.3,54832.0
2012-05-30,71.2,50266.0
2012-05-31,65.7,47063.0
2012-06-01,61.4,42882.0
2012-06-02,58.3,36105.0
2012-06-03,64.7,36061.0
2012-06-04,69.3,46047.0
2012-06-05,61.6,43755.0
2012-06-06,61.2,44132.0
2012-06-07,67.8,46524.0
2012-06-08,65.2,48073.0
2012-06-09,74.6,45381.0
2012-06-10,76.7,46284.0
2012-06-11,73.7,52359.0
2012-06-12,75.5,54390.0
2012-06-13,66.3,47220.0
2012-06-14,66.6,47807.0
2012-06-15,73.5,52299.0
2012-06-16,78.3,51074.0
2012-06-17,76.9,47278.0
2012-06-18,77.5,57883.0
2012-06-19,81.2,61397.0
2012-06-20,82.5,62418.0
2012-06-21,82.5,62697.0
2012-06-22,76.5,57494.0
2012-06-23,74.4,49004.0
2012-06-24,74.4,50176.0
2012-06-25,77.2,54661.0
2012-06-26,66.1,47943.0
2012-06-27,72.7,52631.0
2012-06-28,84.3,63557.0
2012-06-29,85.9,61278.0
2012-06-30,75.4,46169.0
2012-07-01,78.9,49789.0
2012-07-02,77.5,55389.0
2012-07-03,84.2,60748.0
2012-07-04,86.4,59326.0
2012-07-05,86.0,62875.0
2012-07-06,87.8,65202.0
2012-07-07,91.2,64675.0
2012-07-08,84.1,58427.0
2012-07-09,77.5,58406.0
2012-07-10,79.1,59456.0
2012-07-11,78.0,58288.0
2012-07-12,78.4,59843.0
2012-07-13,77.9,57906.0
2012-07-14,76.6,51609.0
2012-07-15,79.4,52003.0
2012-07-16,82.8,64608.0
2012-07-17,86.9,69231.0
2012-07-18,81.4,63946.0
2012-07-19,75.3,56416.0
2012-07-20,74.4,52600.0
2012-07-21,70.1,45607.0
2012-07-22,78.6,50323.0
2012-07-23,83.7,63449.0
2012-07-24,79.2,59814.0
2012-07-25,78.0,60306.0
2012-07-26,82.5,64313.0
2012-07-27,79.0,59611.0
2012-07-28,72.1,47537.0
2012-07-29,73.8,47003.0
2012-07-30,77.1,56979.0
2012-07-31,78.1,58870.0
2012-08-01,78.0,60642.0
2012-08-02,77.6,59768.0
2012-08-03,80.7,61527.0
2012-08-04,78.2,54743.0
2012-08-05,78.0,50870.0
2012-08-06,71.9,53564.0
2012-08-07,74.0,56231.0
2012-08-08,80.7,61606.0
2012-08-09,75.8,57447.0
2012-08-10,69.2,49204.0
2012-08-11,64.5,39648.0
2012-08-12,66.4,39150.0
2012-08-13,71.1,48790.0
2012-08-14,71.3,50133.0
2012-08-15,70.8,51938.0
2012-08-16,74.3,53090.0
2012-08-17,71.1,50204.0
2012-08-18,66.2,41518.0
2012-08-19,64.1,39987.0
2012-08-20,66.7,47007.0
2012-08-21,68.0,48718.0
2012-08-22,69.8,49822.0
2012-08-23,73.5,52622.0
2012-08-24,76.5,54726.0
2012-08-25,78.3,51627.0
2012-08-26,78.1,50540.0
2012-08-27,77.6,55871.0
2012-08-28,73.2,54688.0
2012-08-29,71.3,52581.0
2012-08-30,72.4,52874.0
2012-08-31,78.2,56287.0
2012-09-01,80.4,51451.0
2012-09-02,75.1,46294.0
2012-09-03,74.1,44956.0
2012-09-04,76.1,56077.0
2012-09-05,74.4,55904.0
2012-09-06,73.1,55761.0
2012-09-07,75.8,54381.0
2012-09-08,66.1,40628.0
2012-09-09,62.1,36684.0
2012-09-10,62.8,44281.0
2012-09-11,65.1,45633.0
2012-09-12,68.9,47549.0
2012-09-13,73.5,49494.0
2012-09-14,64.4,43815.0
2012-09-15,59.0,37040.0
2012-09-16,63.2,36247.0
2012-09-17,65.9,44735.0
2012-09-18,64.4,44514.0
2012-09-19,53.5,41997.0
2012-09-20,59.9,43062.0
2012-09-21,60.5,41781.0
2012-09-22,56.7,36360.0
2012-09-23,50.7,35033.0
2012-09-24,51.0,42010.0
2012-09-25,57.1,42759.0
2012-09-26,65.1,43994.0
2012-09-27,64.4,43863.0
2012-09-28,59.0,42050.0
2012-09-29,60.0,37501.0
2012-09-30,57.2,35333.0
2012-10-01,54.7,42336.0
2012-10-02,57.7,43996.0
2012-10-03,61.9,43929.0
2012-10-04,64.1,44352.0
2012-10-05,60.8,42881.0
2012-10-06,45.5,37076.0
2012-10-07,45.0,36706.0
2012-10-08,42.6,44550.0
2012-10-09,47.5,44694.0
2012-10-10,49.8,44332.0
2012-10-11,43.8,45599.0
2012-10-12,49.4,43430.0
2012-10-13,50.9,39148.0
2012-10-14,66.6,35905.0
2012-10-15,54.6,42765.0
2012-10-16,47.8,44296.0
2012-10-17,60.5,43667.0
2012-10-18,59.7,42791.0
2012-10-19,50.1,43212.0
2012-10-20,48.5,38708.0
2012-10-21,48.8,36750.0
2012-10-22,58.4,43149.0
2012-10-23,67.4,43737.0
2012-10-24,68.5,44335.0
2012-10-25,65.9,43889.0
2012-10-26,55.6,42686.0
2012-10-27,45.4,39493.0
2012-10-28,44.3,39334.0
2012-10-29,40.5,48140.0
2012-10-30,37.8,50296.0
2012-10-31,38.9,48748.0
2012-11-01,42.2,46292.0
2012-11-02,42.5,45134.0
2012-11-03,38.4,42003.0
2012-11-04,37.3,39432.0
2012-11-05,34.9,48179.0
2012-11-06,36.6,48330.0
2012-11-07,41.4,46815.0
2012-11-08,38.3,47916.0
2012-11-09,42.8,46299.0
2012-11-10,56.5,39141.0
2012-11-11,60.2,36309.0
2012-11-12,52.2,45089.0
2012-11-13,32.7,49684.0
2012-11-14,31.6,50551.0
2012-11-15,33.7,49619.0
2012-11-16,35.7,48154.0
2012-11-17,39.8,43283.0
2012-11-18,42.7,40696.0
2012-11-19,39.6,46971.0
2012-11-20,48.5,45996.0
2012-11-21,50.8,44303.0
2012-11-22,49.0,36327.0
2012-11-23,46.6,38955.0
2012-11-24,29.5,44201.0
2012-11-25,33.4,43420.0
2012-11-26,39.5,48158.0
2012-11-27,33.2,50540.0
2012-11-28,30.7,51807.0
2012-11-29,34.7,50839.0
2012-11-30,42.3,47515.0
2012-12-01,52.0,40678.0
2012-12-02,55.1,38697.0
2012-12-03,59.8,43344.0
2012-12-04,58.9,44128.0
2012-12-05,39.2,47519.0
2012-12-06,33.1,49637.0
2012-12-07,45.4,46184.0
2012-12-08,49.7,41311.0
2012-12-09,44.5,40696.0
2012-12-10,44.7,48341.0
2012-12-11,31.7,52773.0
2012-12-12,31.0,52722.0
2012-12-13,33.1,52397.0
2012-12-14,39.0,49626.0
2012-12-15,43.1,44158.0
2012-12-16,52.1,39631.0
2012-12-17,44.1,47289.0
2012-12-18,39.1,49782.0
2012-12-19,40.0,49503.0
2012-12-20,44.7,49944.0
2012-12-21,30.3,54214.0
2012-12-22,27.6,47386.0
2012-12-23,30.7,44591.0
2012-12-24,31.8,44601.0
2012-12-25,31.8,42562.0
2012-12-26,30.6,48021.0
2012-12-27,26.5,48822.0
2012-12-28,26.2,48590.0
2012-12-29,28.6,46760.0
2012-12-30,23.6,46601.0
2012-12-31,27.7,47448.0
2013-01-01,29.9,44577.0
2013-01-02,18.3,54276.0
2013-01-03,19.6,56095.0
2013-01-04,26.7,53336.0
2013-01-05,27.1,48723.0
2013-01-06,33.2,46002.0
2013-01-07,28.0,52063.0
2013-01-08,32.9,51970.0
2013-01-09,39.5,49448.0
2013-01-10,34.3,51467.0
2013-01-11,49.3,46187.0
2013-01-12,55.4,40328.0
2013-01-13,57.1,37847.0
2013-01-14,32.3,52269.0
2013-01-15,26.3,54302.0
2013-01-16,30.8,52468.0
2013-01-17,33.3,51566.0
2013-01-18,26.8,52765.0
2013-01-19,40.8,44635.0
2013-01-20,34.1,44344.0
2013-01-21,20.8,56753.0
2013-01-22,9.5,62185.0
2013-01-23,14.0,61060.0
2013-01-24,16.0,58973.0
2013-01-25,18.7,57311.0
2013-01-26,24.2,50295.0
2013-01-27,23.2,48862.0
2013-01-28,41.1,50337.0
2013-01-29,54.2,46058.0
2013-01-30,58.3,45831.0
2013-01-31,28.3,55632.0
2013-02-01,12.1,60323.0
2013-02-02,18.7,54193.0
2013-02-03,21.5,49876.0
2013-02-04,22.0,56340.0
2013-02-05,28.0,53485.0
2013-02-06,32.7,51743.0
2013-02-07,35.9,49851.0
2013-02-08,38.2,50297.0
2013-02-09,28.0,47047.0
2013-02-10,28.8,44219.0
2013-02-11,45.1,48284.0
2013-02-12,35.8,49797.0
2013-02-13,31.0,51833.0
2013-02-14,35.8,50950.0
2013-02-15,32.6,50970.0
2013-02-16,22.5,51013.0
2013-02-17,18.9,49180.0
2013-02-18,31.3,51880.0
2013-02-19,36.5,53394.0
2013-02-20,19.6,57431.0
2013-02-21,22.3,56087.0
2013-02-22,30.6,53251.0
2013-02-23,33.5,44284.0
2013-02-24,30.0,44310.0
2013-02-25,31.7,51071.0
2013-02-26,36.9,51757.0
2013-02-27,39.0,51457.0
2013-02-28,33.4,52612.0
2013-03-01,33.0,50855.0
2013-03-02,26.9,48459.0
2013-03-03,27.0,45855.0
2013-03-04,28.2,51401.0
2013-03-05,34.0,52324.0
2013-03-06,30.6,52481.0
2013-03-07,32.7,51031.0
2013-03-08,32.4,48974.0
2013-03-09,36.5,43038.0
2013-03-10,54.5,36710.0
2013-03-11,51.6,45781.0
2013-03-12,35.9,50621.0
2013-03-13,30.0,53491.0
2013-03-14,29.2,52244.0
2013-03-15,36.7,48856.0
2013-03-16,42.6,42632.0
2013-03-17,33.2,44132.0
2013-03-18,37.1,50831.0
2013-03-19,34.4,51480.0
2013-03-20,30.6,52723.0
2013-03-21,23.8,54593.0
2013-03-22,29.1,50918.0
2013-03-23,35.8,43505.0
2013-03-24,32.5,45259.0
2013-03-25,30.6,51745.0
2013-03-26,31.1,50761.0
2013-03-27,34.7,50318.0
2013-03-28,37.1,48180.0
2013-03-29,40.4,42967.0
2013-03-30,43.9,39001.0
2013-03-31,49.5,36350.0
2013-04-01,41.9,45847.0
2013-04-02,33.0,49053.0
2013-04-03,34.7,48657.0
2013-04-04,39.3,47440.0
2013-04-05,46.0,44929.0
2013-04-06,45.7,39722.0
2013-04-07,63.2,35845.0
2013-04-08,61.8,42033.0
2013-04-09,66.9,43526.0
2013-04-10,71.7,44832.0
2013-04-11,60.1,43664.0
2013-04-12,47.6,43891.0
2013-04-13,43.0,40072.0
2013-04-14,48.7,37428.0
2013-04-15,57.1,42149.0
2013-04-16,63.0,43179.0
2013-04-17,56.6,43507.0
2013-04-18,70.0,45031.0
2013-04-19,54.8,43479.0
2013-04-20,39.0,40751.0
2013-04-21,39.9,38263.0
2013-04-22,50.2,43450.0
2013-04-23,59.0,42688.0
2013-04-24,52.0,43456.0
2013-04-25,43.0,44912.0
2013-04-26,46.2,43228.0
2013-04-27,54.4,37236.0
2013-04-28,57.7,35157.0
2013-04-29,57.8,41989.0
2013-04-30,60.2,43523.0
2013-05-01,67.7,44868.0
2013-05-02,65.8,43972.0
2013-05-03,65.9,42915.0
2013-05-04,63.6,36325.0
2013-05-05,60.6,34158.0
2013-05-06,59.0,41790.0
2013-05-07,58.1,42638.0
2013-05-08,63.3,43194.0
2013-05-09,65.8,44135.0
2013-05-10,64.3,42824.0
2013-05-11,53.5,36580.0
2013-05-12,44.9,35459.0
2013-05-13,48.5,42766.0
2013-05-14,58.6,43830.0
2013-05-15,76.1,47755.0
2013-05-16,72.0,47565.0
2013-05-17,68.5,45975.0
2013-05-18,68.3,40954.0
2013-05-19,70.7,41120.0
2013-05-20,75.2,52921.0
2013-05-21,76.2,53660.0
2013-05-22,71.7,50291.0
2013-05-23,64.3,45056.0
2013-05-24,53.4,40716.0
2013-05-25,54.6,34434.0
2013-05-26,59.4,32792.0
2013-05-27,60.3,34611.0
2013-05-28,75.5,48365.0
2013-05-29,77.1,53053.0
2013-05-30,78.2,55418.0
2013-05-31,76.3,52264.0
2013-06-01,72.9,43904.0
2013-06-02,70.7,40379.0
2013-06-03,59.8,43325.0
2013-06-04,61.5,43948.0
2013-06-05,66.7,46780.0
2013-06-06,65.2,45443.0
2013-06-07,63.4,43304.0
2013-06-08,63.5,37663.0
2013-06-09,71.8,39374.0
2013-06-10,70.3,47497.0
2013-06-11,72.0,50997.0
2013-06-12,78.1,57383.0
2013-06-13,73.7,50845.0
2013-06-14,67.6,46699.0
2013-06-15,70.3,41698.0
2013-06-16,72.8,40489.0
2013-06-17,74.4,53461.0
2013-06-18,75.6,54137.0
2013-06-19,67.8,48820.0
2013-06-20,71.0,50742.0
2013-06-21,75.7,53562.0
2013-06-22,78.2,50791.0
2013-06-23,73.3,49402.0
2013-06-24,75.5,56582.0
2013-06-25,78.9,60807.0
2013-06-26,76.7,57095.0
2013-06-27,74.9,55508.0
2013-06-28,74.8,52972.0
2013-06-29,67.8,41500.0
2013-06-30,68.7,40321.0
2013-07-01,68.6,44562.0
2013-07-02,71.6,48447.0
2013-07-03,74.8,49999.0
2013-07-04,71.6,40613.0
2013-07-05,71.3,43228.0
2013-07-06,73.1,42464.0
2013-07-07,70.8,41884.0
2013-07-08,76.8,54763.0
2013-07-09,80.5,60117.0
2013-07-10,78.9,58604.0
2013-07-11,72.4,51827.0
2013-07-12,69.5,48873.0
2013-07-13,73.2,47083.0
2013-07-14,78.4,51700.0
2013-07-15,82.0,64389.0
2013-07-16,82.9,65433.0
2013-07-17,83.5,66877.0
2013-07-18,83.9,66965.0
2013-07-19,83.2,65264.0
2013-07-20,77.7,52263.0
2013-07-21,75.0,48025.0
2013-07-22,74.8,54479.0
2013-07-23,76.3,57525.0
2013-07-24,68.3,48731.0
2013-07-25,64.9,46740.0
2013-07-26,69.3,48185.0
2013-07-27,69.8,41213.0
2013-07-28,63.6,36527.0
2013-07-29,66.1,45376.0
2013-07-30,68.8,47793.0
2013-07-31,69.8,47922.0
2013-08-01,71.6,50239.0
2013-08-02,70.2,48645.0
2013-08-03,73.4,45010.0
2013-08-04,68.6,40285.0
2013-08-05,68.3,47624.0
2013-08-06,71.0,50536.0
2013-08-07,76.2,55759.0
2013-08-08,76.7,56516.0
2013-08-09,73.4,52804.0
2013-08-10,75.1,48811.0
2013-08-11,74.9,47688.0
2013-08-12,74.6,55180.0
2013-08-13,72.2,51702.0
2013-08-14,60.1,43866.0
2013-08-15,61.5,43962.0
2013-08-16,64.9,44669.0
2013-08-17,67.9,41074.0
2013-08-18,69.8,41633.0
2013-08-19,72.2,51834.0
2013-08-20,74.4,53756.0
2013-08-21,74.7,54856.0
2013-08-22,73.6,52992.0
2013-08-23,73.2,53093.0
2013-08-24,70.8,45436.0
2013-08-25,74.6,45868.0
2013-08-26,76.6,56430.0
2013-08-27,78.5,60185.0
2013-08-28,82.0,63863.0
2013-08-29,75.6,58108.0
2013-08-30,76.7,57660.0
2013-08-31,79.8,50377.0
2013-09-01,75.0,46301.0
2013-09-02,75.2,46333.0
2013-09-03,65.2,46392.0
2013-09-04,67.6,48397.0
2013-09-05,70.2,49874.0
2013-09-06,65.2,45912.0
2013-09-07,71.0,42853.0
2013-09-08,77.1,46958.0
2013-09-09,76.8,57118.0
2013-09-10,83.6,64712.0
2013-09-11,81.5,63116.0
2013-09-12,75.6,54335.0
2013-09-13,60.1,42231.0
2013-09-14,55.1,36148.0
2013-09-15,60.8,35229.0
2013-09-16,62.6,43328.0
2013-09-17,59.5,43583.0
2013-09-18,66.9,46097.0
2013-09-19,70.4,48723.0
2013-09-20,74.2,51780.0
2013-09-21,67.3,41009.0
2013-09-22,57.1,35312.0
2013-09-23,55.9,42353.0
2013-09-24,56.7,43352.0
2013-09-25,61.3,43388.0
2013-09-26,62.8,44527.0
2013-09-27,63.9,43886.0
2013-09-28,65.9,39367.0
2013-09-29,63.6,35739.0
2013-09-30,63.6,43765.0
2013-10-01,66.8,45181.0
2013-10-02,69.1,47404.0
2013-10-03,69.7,48439.0
2013-10-04,71.8,48772.0
2013-10-05,71.6,42712.0
2013-10-06,66.7,38447.0
2013-10-07,52.8,41995.0
2013-10-08,54.5,43082.0
2013-10-09,57.2,43781.0
2013-10-10,58.9,43581.0
2013-10-11,62.7,43140.0
2013-10-12,64.2,38820.0
2013-10-13,63.3,35966.0
2013-10-14,56.6,42669.0
2013-10-15,58.3,44169.0
2013-10-16,63.3,44087.0
2013-10-17,48.9,43734.0
2013-10-18,51.9,43367.0
2013-10-19,47.2,39088.0
2013-10-20,41.0,37594.0
2013-10-21,54.2,44225.0
2013-10-22,44.4,44786.0
2013-10-23,39.6,47083.0
2013-10-24,39.5,48291.0
2013-10-25,38.6,47641.0
2013-10-26,39.4,43782.0
2013-10-27,44.4,39566.0
2013-10-28,46.0,47028.0
2013-10-29,45.7,47540.0
2013-10-30,54.6,46405.0
2013-10-31,62.4,45182.0
2013-11-01,56.0,43342.0
2013-11-02,49.7,39935.0
2013-11-03,45.3,37164.0
2013-11-04,45.0,46555.0
2013-11-05,53.0,45681.0
2013-11-06,55.2,45829.0
2013-11-07,48.4,46389.0
2013-11-08,39.3,47299.0
2013-11-09,47.2,41681.0
2013-11-10,45.7,40060.0
2013-11-11,40.8,49255.0
2013-11-12,31.4,52310.0
2013-11-13,28.6,53140.0
2013-11-14,37.4,50958.0
2013-11-15,45.0,48659.0
2013-11-16,50.0,42156.0
2013-11-17,60.3,37888.0
2013-11-18,47.8,46333.0
2013-11-19,36.4,50247.0
2013-11-20,35.4,50728.0
2013-11-21,45.5,48569.0
2013-11-22,49.5,47041.0
2013-11-23,32.0,47345.0
2013-11-24,21.1,49656.0
2013-11-25,25.0,56095.0
2013-11-26,33.0,53644.0
2013-11-27,28.4,54461.0
2013-11-28,26.2,45566.0
2013-11-29,28.9,44719.0
2013-11-30,32.9,43459.0
2013-12-01,42.7,41926.0
2013-12-02,38.9,48943.0
2013-12-03,40.5,48911.0
2013-12-04,50.3,46915.0
2013-12-05,52.6,47087.0
2013-12-06,28.7,53485.0
2013-12-07,22.8,49880.0
2013-12-08,21.2,50537.0
2013-12-09,29.6,55102.0
2013-12-10,21.4,57025.0
2013-12-11,20.7,58210.0
2013-12-12,13.8,60440.0
2013-12-13,23.2,56265.0
2013-12-14,33.5,50451.0
2013-12-15,26.3,50120.0
2013-12-16,22.4,57173.0
2013-12-17,26.7,56122.0
2013-12-18,25.0,55409.0
2013-12-19,39.3,51973.0
2013-12-20,51.0,47544.0
2013-12-21,55.8,40619.0
2013-12-22,54.5,38973.0
2013-12-23,34.0,48003.0
2013-12-24,18.7,50585.0
2013-12-25,21.2,47648.0
2013-12-26,31.6,47896.0
2013-12-27,36.3,46414.0
2013-12-28,41.1,42205.0
2013-12-29,41.3,41918.0
2013-12-30,27.9,49914.0
2013-12-31,24.0,50269.0
2014-01-01,29.6,45809.0
2014-01-02,24.7,55469.0
2014-01-03,6.9,60752.0
2014-01-04,21.2,53484.0
2014-01-05,34.7,47234.0
2014-01-06,7.6,65215.0
2014-01-07,-3.6,68388.0
2014-01-08,15.0,61879.0
2014-01-09,24.7,57516.0
2014-01-10,35.7,52364.0
2014-01-11,46.3,45523.0
2014-01-12,35.6,45583.0
2014-01-13,45.5,50565.0
2014-01-14,39.6,50196.0
2014-01-15,28.6,55507.0
2014-01-16,22.3,58287.0
2014-01-17,26.9,56438.0
2014-01-18,14.1,55221.0
2014-01-19,24.8,49435.0
2014-01-20,33.8,53160.0
2014-01-21,19.7,60283.0
2014-01-22,4.0,66508.0
2014-01-23,6.4,66450.0
2014-01-24,2.7,67041.0
2014-01-25,21.8,57998.0
2014-01-26,17.0,55328.0
2014-01-27,37.1,62598.0
2014-01-28,-3.5,69127.0
2014-01-29,6.5,65890.0
2014-01-30,15.9,61346.0
2014-01-31,31.6,54525.0
2014-02-01,39.2,47142.0
2014-02-02,33.3,47268.0
2014-02-03,25.5,55098.0
2014-02-04,22.4,58626.0
2014-02-05,25.4,57007.0
2014-02-06,18.8,58606.0
2014-02-07,4.5,62804.0
2014-02-08,11.7,56360.0
2014-02-09,23.8,51417.0
2014-02-10,11.1,60936.0
2014-02-11,4.3,64039.0
2014-02-12,9.9,62456.0
2014-02-13,18.2,57491.0
2014-02-14,27.5,55521.0
2014-02-15,20.3,51462.0
2014-02-16,23.3,50027.0
2014-02-17,21.5,58197.0
2014-02-18,38.3,52131.0
2014-02-19,42.5,48843.0
2014-02-20,34.5,49793.0
2014-02-21,45.1,48616.0
2014-02-22,42.5,43598.0
2014-02-23,36.1,44358.0
2014-02-24,26.3,54955.0
2014-02-25,25.8,56696.0
2014-02-26,18.3,59284.0
2014-02-27,18.3,60735.0
2014-02-28,15.5,58615.0
2014-03-01,35.1,46759.0
2014-03-02,27.2,48902.0
2014-03-03,13.5,60181.0
2014-03-04,15.1,58874.0
2014-03-05,24.5,56127.0
2014-03-06,27.7,54454.0
2014-03-07,30.6,49678.0
2014-03-08,42.8,43118.0
2014-03-09,34.9,40945.0
2014-03-10,44.0,48195.0
2014-03-11,55.4,45476.0
2014-03-12,41.4,50306.0
2014-03-13,22.2,55000.0
2014-03-14,43.8,48810.0
2014-03-15,46.6,40511.0
2014-03-16,31.5,46222.0
2014-03-17,26.3,53232.0
2014-03-18,40.1,48996.0
2014-03-19,48.2,48655.0
2014-03-20,40.2,49356.0
2014-03-21,41.9,45462.0
2014-03-22,48.6,40316.0
2014-03-23,33.3,43144.0
2014-03-24,27.0,51660.0
2014-03-25,29.9,52595.0
2014-03-26,24.7,52710.0
2014-03-27,38.8,50657.0
2014-03-28,51.9,44831.0
2014-03-29,38.4,44354.0
2014-03-30,37.5,41658.0
2014-03-31,47.4,45474.0
2014-04-01,60.7,43296.0
2014-04-02,50.2,43758.0
2014-04-03,51.9,45505.0
2014-04-04,58.0,44645.0
2014-04-05,40.6,41251.0
2014-04-06,44.0,38865.0
2014-04-07,48.5,45925.0
2014-04-08,49.7,45091.0
2014-04-09,49.0,44369.0
2014-04-10,57.0,44143.0
2014-04-11,60.4,41832.0
2014-04-12,60.2,36887.0
2014-04-13,71.1,35268.0
2014-04-14,66.8,42688.0
2014-04-15,35.3,48520.0
2014-04-16,34.5,48995.0
2014-04-17,49.3,45232.0
2014-04-18,57.8,37898.0
2014-04-19,55.0,34570.0
2014-04-20,55.2,33780.0
2014-04-21,64.1,41835.0
2014-04-22,62.0,42413.0
2014-04-23,46.6,43010.0
2014-04-24,52.5,43237.0
2014-04-25,57.2,42315.0
2014-04-26,60.4,36889.0
2014-04-27,54.9,34617.0
2014-04-28,55.9,43036.0
2014-04-29,65.2,43807.0
2014-04-30,58.9,42772.0
2014-05-01,52.5,42613.0
2014-05-02,50.9,42592.0
2014-05-03,55.8,36402.0
2014-05-04,59.1,34451.0
2014-05-05,52.7,42200.0
2014-05-06,56.3,42606.0
2014-05-07,67.9,44286.0
2014-05-08,75.7,47593.0
2014-05-09,73.2,44997.0
2014-05-10,65.5,37969.0
2014-05-11,67.3,36966.0
2014-05-12,71.8,48876.0
2014-05-13,77.2,52129.0
2014-05-14,64.9,45731.0
2014-05-15,58.6,42717.0
2014-05-16,45.0,42382.0
2014-05-17,47.5,37492.0
2014-05-18,51.4,35635.0
2014-05-19,57.2,42896.0
2014-05-20,65.7,44603.0
2014-05-21,72.3,47557.0
2014-05-22,69.7,47041.0
2014-05-23,63.0,42535.0
2014-05-24,64.3,36466.0
2014-05-25,68.8,36922.0
2014-05-26,72.7,40165.0
2014-05-27,77.7,52942.0
2014-05-28,75.5,53657.0
2014-05-29,72.6,52143.0
2014-05-30,71.2,49505.0
2014-05-31,73.0,44249.0
2014-06-01,74.3,44106.0
2014-06-02,76.4,53590.0
2014-06-03,76.6,54923.0
2014-06-04,68.4,47750.0
2014-06-05,64.6,45993.0
2014-06-06,67.5,46143.0
2014-06-07,71.8,41957.0
2014-06-08,69.7,38155.0
2014-06-09,66.3,44952.0
2014-06-10,66.9,45948.0
2014-06-11,68.2,47113.0
2014-06-12,69.7,47263.0
2014-06-13,69.8,45575.0
2014-06-14,63.6,38130.0
2014-06-15,69.9,40320.0
2014-06-16,78.8,55774.0
2014-06-17,81.0,60047.0
2014-06-18,82.0,61200.0
2014-06-19,72.7,53746.0
2014-06-20,74.2,52657.0
2014-06-21,73.8,47076.0
2014-06-22,74.8,46729.0
2014-06-23,78.7,58025.0
2014-06-24,76.5,56923.0
2014-06-25,74.9,56249.0
2014-06-26,74.2,56299.0
2014-06-27,76.4,56013.0
2014-06-28,78.0,49799.0
2014-06-29,76.7,48862.0
2014-06-30,77.6,55730.0
2014-07-01,80.7,58033.0
2014-07-02,74.2,53055.0
2014-07-03,67.7,43638.0
2014-07-04,65.5,36454.0
2014-07-05,69.2,37787.0
2014-07-06,70.4,38810.0
2014-07-07,74.7,50877.0
2014-07-08,74.8,53295.0
2014-07-09,73.2,52717.0
2014-07-10,70.7,51271.0
2014-07-11,71.5,51312.0
2014-07-12,76.5,48372.0
2014-07-13,79.7,50717.0
2014-07-14,75.0,55478.0
2014-07-15,67.3,48526.0
2014-07-16,63.0,45155.0
2014-07-17,64.7,46101.0
2014-07-18,67.2,45501.0
2014-07-19,66.7,40130.0
2014-07-20,69.1,41234.0
2014-07-21,74.2,54444.0
2014-07-22,78.4,59491.0
2014-07-23,75.0,54452.0
2014-07-24,66.6,47906.0
2014-07-25,65.4,46249.0
2014-07-26,72.9,45152.0
2014-07-27,75.4,45268.0
2014-07-28,69.4,47322.0
2014-07-29,62.0,45345.0
2014-07-30,67.3,46689.0
2014-07-31,70.9,49459.0
2014-08-01,72.9,50645.0
2014-08-02,71.6,44477.0
2014-08-03,71.9,42709.0
2014-08-04,72.8,52295.0
2014-08-05,72.8,53481.0
2014-08-06,73.1,52860.0
2014-08-07,69.9,49861.0
2014-08-08,70.5,49004.0
2014-08-09,72.1,45387.0
2014-08-10,75.4,47249.0
2014-08-11,76.1,55674.0
2014-08-12,70.2,50585.0
2014-08-13,67.4,47973.0
2014-08-14,69.6,48863.0
2014-08-15,63.7,45012.0
2014-08-16,65.9,38718.0
2014-08-17,73.1,41846.0
2014-08-18,75.3,54019.0
2014-08-19,72.2,58830.0
2014-08-20,77.7,59262.0
2014-08-21,73.4,54164.0
2014-08-22,75.7,55432.0
2014-08-23,77.8,53090.0
2014-08-24,77.4,51645.0
2014-08-25,78.2,60358.0
2014-08-26,79.6,61603.0
2014-08-27,77.8,60960.0
2014-08-28,73.1,55730.0
2014-08-29,73.4,54301.0
