ds,t,y
2009-11-16,50.3,45172.0
2009-11-17,47.3,47243.0
2009-11-18,51.7,46320.0
2009-11-19,46.3,46926.0
2009-11-20,43.3,45564.0
2009-11-21,42.5,40627.0
2009-11-22,43.8,39702.0
2009-11-23,45.2,47271.0
2009-11-24,46.9,47124.0
2009-11-25,48.2,46089.0
2009-11-26,39.8,39913.0
2009-11-27,34.9,42544.0
2009-11-28,37.0,41675.0
2009-11-29,48.9,39257.0
2009-11-30,41.5,47943.0
2009-12-01,36.9,49853.0
2009-12-02,39.9,50193.0
2009-12-03,40.2,50184.0
2009-12-04,29.8,51343.0
2009-12-05,23.7,48918.0
2009-12-06,25.2,48062.0
2009-12-07,29.4,54325.0
2009-12-08,33.0,53739.0
2009-12-09,38.9,52901.0
2009-12-10,19.2,59514.0
2009-12-11,21.3,57074.0
2009-12-12,27.6,49373.0
2009-12-13,36.9,45262.0
2009-12-14,43.2,48979.0
2009-12-15,36.2,52796.0
2009-12-16,21.3,56297.0
2009-12-17,26.6,54711.0
2009-12-18,31.9,52100.0
2009-12-19,32.8,47342.0
2009-12-20,28.2,46943.0
2009-12-21,29.2,52837.0
2009-12-22,29.8,52544.0
2009-12-23,30.8,52143.0
2009-12-24,30.9,46387.0
2009-12-25,41.1,41356.0
2009-12-26,33.3,43300.0
2009-12-27,32.7,44841.0
2009-12-28,22.0,53551.0
2009-12-29,24.4,51085.0
2009-12-30,24.1,51039.0
2009-12-31,34.5,46124.0
2010-01-01,21.8,48313.0
2010-01-02,14.2,52077.0
2010-01-03,9.6,54609.0
2010-01-04,16.8,59594.0
2010-01-05,16.6,60650.0
2010-01-06,18.3,59811.0
2010-01-07,20.3,58626.0
2010-01-08,13.9,59774.0
2010-01-09,17.7,52923.0
2010-01-10,9.4,54898.0
2010-01-11,18.9,59383.0
2010-01-12,21.0,56956.0
2010-01-13,20.2,57285.0
2010-01-14,30.8,54016.0
2010-01-15,38.0,50035.0
2010-01-16,36.6,44643.0
2010-01-17,35.3,44089.0
2010-01-18,29.0,53186.0
2010-01-19,31.0,53163.0
2010-01-20,28.6,54488.0
2010-01-21,33.6,53243.0
2010-01-22,38.7,49551.0
2010-01-23,39.9,43972.0
2010-01-24,45.6,41904.0
2010-01-25,38.7,50985.0
2010-01-26,24.1,56587.0
2010-01-27,22.5,56107.0
2010-01-28,24.3,55721.0
2010-01-29,11.7,59040.0
2010-01-30,16.7,52673.0
2010-01-31,16.7,50843.0
2010-02-01,23.3,55087.0
2010-02-02,32.3,52240.0
2010-02-03,31.5,52822.0
2010-02-04,27.5,53755.0
2010-02-05,33.3,52534.0
2010-02-06,25.6,49102.0
2010-02-07,13.6,50172.0
2010-02-08,11.0,57848.0
2010-02-09,23.3,56355.0
2010-02-10,18.7,56909.0
2010-02-11,23.2,55669.0
2010-02-12,17.1,56002.0
2010-02-13,19.9,49629.0
2010-02-14,18.9,47955.0
2010-02-15,20.8,55571.0
2010-02-16,23.5,56419.0
2010-02-17,26.2,54946.0
2010-02-18,29.2,54259.0
2010-02-19,24.6,52531.0
2010-02-20,28.4,47199.0
2010-02-21,36.1,43339.0
2010-02-22,36.7,50291.0
2010-02-23,32.3,51643.0
2010-02-24,28.5,52664.0
2010-02-25,22.2,55571.0
2010-02-26,25.5,55274.0
2010-02-27,28.2,48112.0
2010-02-28,32.0,45017.0
2010-03-01,33.8,50724.0
2010-03-02,28.2,53832.0
2010-03-03,28.9,52592.0
2010-03-04,30.4,51434.0
2010-03-05,29.1,50944.0
2010-03-06,30.6,45082.0
2010-03-07,33.6,43074.0
2010-03-08,42.6,46672.0
2010-03-09,45.7,46811.0
2010-03-10,54.5,45007.0
2010-03-11,53.9,44805.0
2010-03-12,54.2,43396.0
2010-03-13,48.9,40449.0
2010-03-14,39.4,39920.0
2010-03-15,39.8,48669.0
2010-03-16,46.2,46033.0
2010-03-17,46.6,45553.0
2010-03-18,49.4,45343.0
2010-03-19,51.0,43417.0
2010-03-20,55.2,37638.0
2010-03-21,47.0,37688.0
2010-03-22,42.1,46914.0
2010-03-23,41.5,47003.0
2010-03-24,48.0,45147.0
2010-03-25,50.3,45533.0
2010-03-26,31.1,49005.0
2010-03-27,37.0,42488.0
2010-03-28,49.1,38678.0
2010-03-29,43.8,46497.0
2010-03-30,40.3,46092.0
2010-03-31,52.8,43831.0
2010-04-01,65.3,41883.0
2010-04-02,70.3,37532.0
2010-04-03,63.9,34647.0
2010-04-04,56.4,33403.0
2010-04-05,68.1,42522.0
2010-04-06,69.4,44622.0
2010-04-07,71.6,43995.0
2010-04-08,53.4,42325.0
2010-04-09,42.4,43262.0
2010-04-10,48.8,38253.0
2010-04-11,59.5,35255.0
2010-04-12,57.1,41932.0
2010-04-13,57.9,42471.0
2010-04-14,58.3,42738.0
2010-04-15,66.6,44002.0
2010-04-16,66.4,42276.0
2010-04-17,49.1,35772.0
2010-04-18,44.3,35660.0
2010-04-19,48.9,42315.0
2010-04-20,52.6,42359.0
2010-04-21,55.2,42568.0
2010-04-22,57.0,42165.0
2010-04-23,58.5,41438.0
2010-04-24,59.3,36589.0
2010-04-25,59.6,34956.0
2010-04-26,51.9,42751.0
2010-04-27,46.2,43420.0
2010-04-28,47.0,43700.0
2010-04-29,54.9,43154.0
2010-04-30,68.3,42732.0
2010-05-01,68.2,37115.0
2010-05-02,65.0,36330.0
2010-05-03,66.8,43452.0
2010-05-04,62.7,43344.0
2010-05-05,68.1,44514.0
2010-05-06,63.1,43392.0
2010-05-07,64.9,43427.0
2010-05-08,52.3,36725.0
2010-05-09,46.8,34944.0
2010-05-10,48.6,42483.0
2010-05-11,55.7,44051.0
2010-05-12,60.6,43929.0
2010-05-13,53.8,45821.0
2010-05-14,69.5,45178.0
2010-05-15,62.0,36775.0
2010-05-16,60.5,34814.0
2010-05-17,56.4,42805.0
2010-05-18,55.7,43380.0
2010-05-19,55.8,42584.0
2010-05-20,59.9,43144.0
2010-05-21,65.7,43184.0
2010-05-22,65.8,38371.0
2010-05-23,70.0,39763.0
2010-05-24,74.4,51808.0
2010-05-25,73.0,52926.0
2010-05-26,77.1,54721.0
2010-05-27,71.7,53753.0
2010-05-28,73.3,51713.0
2010-05-29,74.3,45928.0
2010-05-30,73.6,44908.0
2010-05-31,76.9,46751.0
2010-06-01,69.5,52249.0
2010-06-02,74.1,54200.0
2010-06-03,70.1,52009.0
2010-06-04,67.8,54661.0
2010-06-05,75.1,47517.0
2010-06-06,72.0,41954.0
2010-06-07,64.1,45497.0
2010-06-08,64.5,45482.0
2010-06-09,68.7,48777.0
2010-06-10,71.2,51469.0
2010-06-11,73.9,53676.0
2010-06-12,76.1,49730.0
2010-06-13,74.3,47030.0
2010-06-14,75.5,57138.0
2010-06-15,74.4,57491.0
2010-06-16,74.6,56420.0
2010-06-17,72.7,54953.0
2010-06-18,75.3,57136.0
2010-06-19,75.0,50545.0
2010-06-20,75.4,49528.0
2010-06-21,74.0,54966.0
2010-06-22,74.7,56857.0
2010-06-23,80.0,63005.0
2010-06-24,75.3,58084.0
2010-06-25,72.9,54871.0
2010-06-26,76.4,51631.0
2010-06-27,80.4,54747.0
2010-06-28,75.6,54295.0
2010-06-29,69.8,48096.0
2010-06-30,65.1,44707.0
2010-07-01,65.5,43809.0
2010-07-02,65.9,42851.0
2010-07-03,70.5,41993.0
2010-07-04,78.6,48302.0
2010-07-05,81.2,54570.0
2010-07-06,81.1,61941.0
2010-07-07,81.1,63375.0
2010-07-08,82.0,63858.0
2010-07-09,74.9,56629.0
2010-07-10,73.8,49805.0
2010-07-11,76.6,49230.0
2010-07-12,76.3,59251.0
2010-07-13,74.2,54744.0
2010-07-14,74.4,57352.0
2010-07-15,80.1,62262.0
2010-07-16,79.3,61982.0
2010-07-17,78.7,54794.0
2010-07-18,77.4,52152.0
2010-07-19,77.9,61086.0
2010-07-20,77.1,59957.0
2010-07-21,76.9,60217.0
2010-07-22,78.6,61970.0
2010-07-23,82.7,66094.0
2010-07-24,84.2,61941.0
2010-07-25,78.7,53661.0
2010-07-26,73.4,56195.0
2010-07-27,74.8,58279.0
2010-07-28,79.7,63921.0
2010-07-29,76.0,60121.0
2010-07-30,71.0,51900.0
2010-07-31,71.2,44309.0
2010-08-01,73.4,46499.0
2010-08-02,76.6,58998.0
2010-08-03,79.6,60835.0
2010-08-04,82.2,64821.0
2010-08-05,77.4,60888.0
2010-08-06,73.8,55400.0
2010-08-07,71.6,47023.0
2010-08-08,75.1,47835.0
2010-08-09,72.3,60880.0
2010-08-10,83.5,66452.0
2010-08-11,80.3,64290.0
2010-08-12,80.1,65270.0
2010-08-13,79.7,64299.0
2010-08-14,79.8,56129.0
2010-08-15,77.7,52843.0
2010-08-16,74.8,57289.0
2010-08-17,71.4,54059.0
2010-08-18,74.3,56178.0
2010-08-19,75.6,58396.0
2010-08-20,78.2,59844.0
2010-08-21,75.9,49301.0
2010-08-22,74.2,47659.0
2010-08-23,70.4,53010.0
2010-08-24,69.9,51860.0
2010-08-25,73.1,53407.0
2010-08-26,65.3,48371.0
2010-08-27,65.9,46929.0
2010-08-28,69.9,43735.0
2010-08-29,77.1,49449.0
2010-08-30,75.4,61864.0
2010-08-31,79.7,61891.0
2010-09-01,79.6,61043.0
2010-09-02,72.9,60276.0
2010-09-03,74.3,51770.0
2010-09-04,63.4,36799.0
2010-09-05,60.4,34711.0
2010-09-06,69.8,38474.0
2010-09-07,77.1,53422.0
2010-09-08,66.9,48697.0
2010-09-09,59.9,45080.0
2010-09-10,63.2,44547.0
2010-09-11,63.4,38197.0
2010-09-12,66.4,38054.0
2010-09-13,71.3,48111.0
2010-09-14,67.1,46859.0
2010-09-15,66.8,47852.0
2010-09-16,73.5,49741.0
2010-09-17,62.6,44502.0
2010-09-18,66.2,40324.0
2010-09-19,71.7,40964.0
2010-09-20,68.6,48899.0
2010-09-21,74.7,53560.0
2010-09-22,75.7,53954.0
2010-09-23,75.5,55108.0
2010-09-24,79.5,55727.0
2010-09-25,63.4,39406.0
2010-09-26,55.8,34784.0
2010-09-27,52.9,42647.0
2010-09-28,55.9,42890.0
2010-09-29,58.8,43499.0
2010-09-30,61.9,43748.0
2010-10-01,58.1,41358.0
2010-10-02,52.9,35926.0
2010-10-03,47.6,35874.0
2010-10-04,49.4,43536.0
2010-10-05,51.5,43690.0
2010-10-06,54.9,43254.0
2010-10-07,61.5,43192.0
2010-10-08,60.1,42398.0
2010-10-09,65.4,37459.0
2010-10-10,69.6,37327.0
2010-10-11,69.5,45231.0
2010-10-12,65.7,45013.0
2010-10-13,59.8,43739.0
2010-10-14,55.2,42116.0
2010-10-15,53.6,41243.0
2010-10-16,51.0,36870.0
2010-10-17,57.6,35358.0
2010-10-18,51.1,42813.0
2010-10-19,48.4,43402.0
2010-10-20,51.5,43909.0
2010-10-21,52.7,43225.0
2010-10-22,45.9,43390.0
2010-10-23,57.4,37622.0
2010-10-24,66.1,35488.0
2010-10-25,66.0,42813.0
2010-10-26,63.7,43246.0
2010-10-27,56.4,43174.0
2010-10-28,50.6,43926.0
2010-10-29,42.9,43618.0
2010-10-30,44.8,38978.0
2010-10-31,46.2,36737.0
2010-11-01,39.4,45392.0
2010-11-02,39.0,46493.0
2010-11-03,41.0,45882.0
2010-11-04,45.1,44813.0
2010-11-05,39.5,45635.0
2010-11-06,34.8,41803.0
2010-11-07,36.9,39612.0
2010-11-08,48.6,45422.0
2010-11-09,50.7,44755.0
2010-11-10,52.4,44757.0
2010-11-11,52.1,44338.0
2010-11-12,52.7,43519.0
2010-11-13,54.3,38064.0
2010-11-14,47.8,37285.0
2010-11-15,39.3,47467.0
2010-11-16,40.6,48289.0
2010-11-17,43.0,46883.0
2010-11-18,38.3,48750.0
2010-11-19,37.5,48247.0
2010-11-20,39.6,42510.0
2010-11-21,46.3,39092.0
2010-11-22,63.3,43814.0
2010-11-23,52.4,44463.0
2010-11-24,29.4,50786.0
2010-11-25,45.7,38333.0
2010-11-26,31.9,42199.0
2010-11-27,32.3,42632.0
2010-11-28,30.3,43188.0
2010-11-29,39.0,48456.0
2010-11-30,50.8,47067.0
2010-12-01,29.5,53356.0
2010-12-02,28.3,53203.0
2010-12-03,30.1,51249.0
2010-12-04,27.7,48084.0
2010-12-05,25.7,47817.0
2010-12-06,18.3,58563.0
2010-12-07,16.5,59153.0
2010-12-08,16.2,58543.0
2010-12-09,17.6,57747.0
2010-12-10,32.7,49863.0
2010-12-11,36.2,46397.0
2010-12-12,31.3,47797.0
2010-12-13,17.7,58683.0
2010-12-14,12.7,60937.0
2010-12-15,12.9,59778.0
2010-12-16,19.7,57669.0
2010-12-17,21.9,55639.0
2010-12-18,18.5,52151.0
2010-12-19,18.9,50116.0
2010-12-20,24.8,54256.0
2010-12-21,26.3,55142.0
2010-12-22,27.7,54185.0
2010-12-23,27.5,51645.0
2010-12-24,28.7,45740.0
2010-12-25,25.1,44523.0
2010-12-26,23.5,47686.0
2010-12-27,20.2,51939.0
2010-12-28,22.2,52020.0
2010-12-29,30.3,48269.0
2010-12-30,39.3,45212.0
2010-12-31,50.8,38537.0
2011-01-01,50.8,36864.0
2011-01-02,23.8,45163.0
2011-01-03,25.0,51943.0
2011-01-04,31.9,51849.0
2011-01-05,22.2,54046.0
2011-01-06,27.2,54168.0
2011-01-07,20.6,55073.0
2011-01-08,16.2,52474.0
2011-01-09,14.8,51532.0
2011-01-10,18.8,56515.0
2011-01-11,22.3,55873.0
2011-01-12,23.1,56460.0
2011-01-13,22.1,56291.0
2011-01-14,22.0,54790.0
2011-01-15,29.3,48849.0
2011-01-16,19.9,48652.0
2011-01-17,19.6,55461.0
2011-01-18,36.4,51572.0
2011-01-19,31.0,53076.0
2011-01-20,25.5,54702.0
2011-01-21,10.3,58338.0
2011-01-22,5.5,55415.0
2011-01-23,13.8,51148.0
2011-01-24,17.5,57565.0
2011-01-25,31.3,52778.0
2011-01-26,25.3,54937.0
2011-01-27,26.6,54532.0
2011-01-28,28.0,53057.0
2011-01-29,27.9,48422.0
2011-01-30,29.8,45007.0
2011-01-31,20.5,55428.0
2011-02-01,25.4,54980.0
2011-02-02,27.6,49282.0
2011-02-03,18.3,54998.0
2011-02-04,20.2,55190.0
2011-02-05,28.9,48742.0
2011-02-06,29.6,46364.0
2011-02-07,33.1,52174.0
2011-02-08,22.0,56125.0
2011-02-09,10.9,60522.0
2011-02-10,8.4,60182.0
2011-02-11,20.8,55945.0
2011-02-12,31.2,47627.0
2011-02-13,38.4,43047.0
2011-02-14,42.3,49662.0
2011-02-15,30.6,51794.0
2011-02-16,41.5,48872.0
2011-02-17,55.4,45363.0
2011-02-18,56.0,43163.0
2011-02-19,38.9,41854.0
2011-02-20,32.2,44217.0
2011-02-21,38.0,50491.0
2011-02-22,24.9,54784.0
2011-02-23,24.6,54328.0
2011-02-24,35.6,51621.0
2011-02-25,30.9,52361.0
2011-02-26,30.3,46453.0
2011-02-27,40.8,41477.0
2011-02-28,47.4,47984.0
2011-03-01,32.7,50817.0
2011-03-02,37.5,49329.0
2011-03-03,32.7,51120.0
2011-03-04,43.2,48625.0
2011-03-05,48.4,42847.0
2011-03-06,30.9,45613.0
2011-03-07,31.1,50940.0
2011-03-08,39.6,49093.0
2011-03-09,45.4,49209.0
2011-03-10,40.6,50478.0
2011-03-11,34.9,50369.0
2011-03-12,44.3,41942.0
2011-03-13,38.2,39539.0
2011-03-14,38.3,48425.0
2011-03-15,41.7,48740.0
2011-03-16,46.1,45656.0
2011-03-17,52.6,44597.0
2011-03-18,59.8,41817.0
2011-03-19,43.3,38875.0
2011-03-20,46.5,38159.0
2011-03-21,62.5,42803.0
2011-03-22,53.8,43436.0
2011-03-23,55.5,43876.0
2011-03-24,35.0,48409.0
2011-03-25,34.0,48191.0
2011-03-26,29.8,44355.0
2011-03-27,30.0,43072.0
2011-03-28,30.8,48770.0
2011-03-29,34.6,48809.0
2011-03-30,34.2,49923.0
2011-03-31,31.4,48948.0
2011-04-01,39.3,45116.0
2011-04-02,41.3,40313.0
2011-04-03,47.1,38612.0
2011-04-04,62.8,42283.0
2011-04-05,41.9,45454.0
2011-04-06,49.6,45769.0
2011-04-07,49.2,43319.0
2011-04-08,52.9,41872.0
2011-04-09,52.8,36216.0
2011-04-10,65.4,35659.0
2011-04-11,66.3,42729.0
2011-04-12,49.6,43179.0
2011-04-13,48.9,42971.0
2011-04-14,55.7,42004.0
2011-04-15,54.6,40974.0
2011-04-16,52.0,36945.0
2011-04-17,46.8,36798.0
2011-04-18,57.1,41953.0
2011-04-19,48.0,44493.0
2011-04-20,53.3,43522.0
2011-04-21,44.2,42958.0
2011-04-22,46.7,39632.0
2011-04-23,62.5,35511.0
2011-04-24,59.0,33671.0
2011-04-25,60.8,41801.0
2011-04-26,64.1,42916.0
2011-04-27,64.0,42399.0
2011-04-28,53.1,41526.0
2011-04-29,49.5,40632.0
2011-04-30,54.2,35612.0
2011-05-01,63.0,34564.0
2011-05-02,52.2,41837.0
2011-05-03,46.2,44533.0
2011-05-04,46.4,44237.0
2011-05-05,48.0,43003.0
2011-05-06,54.1,40253.0
2011-05-07,55.7,35789.0
2011-05-08,55.5,34282.0
2011-05-09,60.2,40736.0
2011-05-10,67.5,43423.0
2011-05-11,73.1,48837.0
2011-05-12,76.8,52159.0
2011-05-13,73.5,47423.0
2011-05-14,65.6,37737.0
2011-05-15,57.5,34695.0
2011-05-16,46.1,42041.0
2011-05-17,45.6,44624.0
2011-05-18,51.7,43267.0
2011-05-19,57.9,42484.0
2011-05-20,64.0,40996.0
2011-05-21,68.6,38660.0
2011-05-22,72.0,39999.0
2011-05-23,70.9,46300.0
2011-05-24,67.1,46333.0
2011-05-25,71.0,48734.0
2011-05-26,64.2,44530.0
2011-05-27,59.3,40004.0
2011-05-28,62.4,36013.0
2011-05-29,76.1,41532.0
2011-05-30,79.5,47894.0
2011-05-31,81.2,59365.0
2011-06-01,78.5,56289.0
2011-06-02,69.8,47958.0
2011-06-03,67.5,44724.0
2011-06-04,75.8,46974.0
2011-06-05,73.9,46061.0
2011-06-06,75.2,53586.0
2011-06-07,80.4,60529.0
2011-06-08,82.8,64286.0
2011-06-09,80.7,61754.0
2011-06-10,74.4,52836.0
2011-06-11,72.7,46436.0
2011-06-12,67.7,40346.0
2011-06-13,63.9,44014.0
2011-06-14,65.0,45538.0
2011-06-15,61.5,43874.0
2011-06-16,68.1,46899.0
2011-06-17,73.9,50698.0
2011-06-18,73.3,45055.0
2011-06-19,69.5,40501.0
2011-06-20,67.6,47167.0
2011-06-21,74.8,54831.0
2011-06-22,73.2,52721.0
2011-06-23,70.7,49391.0
2011-06-24,65.5,43066.0
2011-06-25,68.2,40123.0
2011-06-26,68.9,39406.0
2011-06-27,67.9,46631.0
2011-06-28,74.7,52636.0
2011-06-29,70.0,49630.0
2011-06-30,74.0,52735.0
2011-07-01,76.9,53694.0
2011-07-02,77.1,48687.0
2011-07-03,80.4,50687.0
2011-07-04,77.7,47304.0
2011-07-05,75.4,53400.0
2011-07-06,79.0,56830.0
2011-07-07,79.5,57637.0
2011-07-08,75.8,54021.0
2011-07-09,75.4,49728.0
2011-07-10,78.0,51583.0
2011-07-11,80.5,61115.0
2011-07-12,79.6,61458.0
2011-07-13,76.9,58180.0
2011-07-14,70.3,52938.0
2011-07-15,72.9,53272.0
2011-07-16,76.9,52058.0
2011-07-17,80.5,54019.0
2011-07-18,83.1,66017.0
2011-07-19,84.6,68987.0
2011-07-20,85.1,69631.0
2011-07-21,83.6,71151.0
2011-07-22,86.9,71287.0
2011-07-23,84.3,63108.0
2011-07-24,81.6,55745.0
2011-07-25,77.9,61876.0
2011-07-26,79.1,63163.0
2011-07-27,80.1,64097.0
2011-07-28,86.2,69220.0
2011-07-29,84.7,66007.0
2011-07-30,78.7,57097.0
2011-07-31,80.2,55073.0
2011-08-01,81.7,63761.0
2011-08-02,82.2,65746.0
2011-08-03,79.5,61899.0
2011-08-04,77.1,60747.0
2011-08-05,77.5,59949.0
2011-08-06,79.6,55673.0
2011-08-07,79.2,53711.0
2011-08-08,76.0,59518.0
2011-08-09,74.5,57872.0
2011-08-10,71.4,53023.0
2011-08-11,66.1,48860.0
2011-08-12,68.9,48740.0
2011-08-13,74.1,47278.0
2011-08-14,68.0,40880.0
2011-08-15,68.3,49164.0
2011-08-16,70.2,51285.0
2011-08-17,72.8,53072.0
2011-08-18,77.1,57025.0
2011-08-19,75.6,57239.0
2011-08-20,75.1,50724.0
2011-08-21,76.9,49063.0
2011-08-22,68.9,50074.0
2011-08-23,71.5,51747.0
2011-08-24,79.9,60054.0
2011-08-25,77.9,58811.0
2011-08-26,72.8,52791.0
2011-08-27,71.3,46771.0
2011-08-28,70.2,42744.0
2011-08-29,68.4,48740.0
2011-08-30,66.6,48069.0
2011-08-31,71.9,51750.0
2011-09-01,82.1,61954.0
2011-09-02,84.7,65309.0
2011-09-03,84.0,56667.0
2011-09-04,72.5,43038.0
2011-09-05,60.9,35489.0
2011-09-06,57.5,42272.0
2011-09-07,59.2,43701.0
2011-09-08,59.6,44126.0
2011-09-09,62.9,44165.0
2011-09-10,65.0,39172.0
2011-09-11,67.8,38810.0
2011-09-12,68.3,47859.0
2011-09-13,72.6,50966.0
2011-09-14,64.8,45989.0
2011-09-15,55.3,42210.0
2011-09-16,50.4,41409.0
2011-09-17,57.4,37182.0
2011-09-18,59.4,35505.0
2011-09-19,64.9,44380.0
2011-09-20,65.3,45717.0
2011-09-21,67.5,46679.0
2011-09-22,64.9,45152.0
2011-09-23,56.4,42114.0
2011-09-24,56.5,37647.0
2011-09-25,61.6,36063.0
2011-09-26,62.8,43835.0
2011-09-27,56.8,42911.0
2011-09-28,56.1,43001.0
2011-09-29,58.5,43170.0
2011-09-30,52.6,41668.0
2011-10-01,44.5,38479.0
2011-10-02,46.0,36932.0
2011-10-03,53.0,43438.0
2011-10-04,56.9,43960.0
2011-10-05,61.5,44360.0
2011-10-06,63.0,44540.0
2011-10-07,64.5,43590.0
2011-10-08,64.8,38740.0
2011-10-09,63.1,35727.0
2011-10-10,64.4,43714.0
2011-10-11,63.4,43657.0
2011-10-12,61.3,43793.0
2011-10-13,58.0,43625.0
2011-10-14,56.4,42003.0
2011-10-15,52.6,37524.0
2011-10-16,58.0,36011.0
2011-10-17,52.3,42767.0
2011-10-18,49.3,44040.0
2011-10-19,47.7,45501.0
2011-10-20,44.8,46804.0
2011-10-21,46.2,44549.0
2011-10-22,45.8,39928.0
2011-10-23,50.3,37461.0
2011-10-24,54.1,44103.0
2011-10-25,51.0,45250.0
2011-10-26,63.3,44204.0
2011-10-27,47.8,44851.0
2011-10-28,40.5,46064.0
2011-10-29,41.0,41200.0
2011-10-30,41.5,39912.0
2011-10-31,47.5,45258.0
2011-11-01,45.1,46654.0
2011-11-02,52.9,45663.0
2011-11-03,52.3,45048.0
2011-11-04,48.0,43696.0
2011-11-05,41.5,39862.0
2011-11-06,46.2,36728.0
2011-11-07,54.3,44159.0
2011-11-08,57.6,44498.0
2011-11-09,56.8,44733.0
2011-11-10,39.7,47500.0
2011-11-11,34.7,47660.0
2011-11-12,46.2,40925.0
2011-11-13,56.5,38276.0
2011-11-14,63.9,44207.0
2011-11-15,54.4,44864.0
2011-11-16,50.7,45849.0
2011-11-17,35.8,49584.0
2011-11-18,33.7,49340.0
2011-11-19,44.6,42874.0
2011-11-20,56.3,38756.0
2011-11-21,44.5,47013.0
2011-11-22,46.7,47739.0
2011-11-23,45.8,45406.0
2011-11-24,41.0,37796.0
2011-11-25,46.5,37618.0
2011-11-26,54.1,36763.0
2011-11-27,55.3,36771.0
2011-11-28,43.1,47235.0
2011-11-29,42.8,49214.0
2011-11-30,33.8,51562.0
2011-12-01,31.9,51188.0
2011-12-02,34.7,50278.0
2011-12-03,38.6,44225.0
2011-12-04,48.1,41545.0
2011-12-05,45.3,48510.0
2011-12-06,34.3,52550.0
2011-12-07,32.0,53360.0
2011-12-08,28.8,53585.0
2011-12-09,32.8,52574.0
2011-12-10,22.8,49903.0
2011-12-11,24.7,48796.0
2011-12-12,29.9,54155.0
2011-12-13,34.6,53025.0
2011-12-14,44.5,49632.0
2011-12-15,53.7,48279.0
2011-12-16,32.6,51517.0
2011-12-17,30.5,47575.0
2011-12-18,34.2,44502.0
2011-12-19,41.8,50520.0
2011-12-20,41.8,49909.0
2011-12-21,50.4,47345.0
2011-12-22,42.9,47416.0
2011-12-23,35.6,45932.0
2011-12-24,31.8,42671.0
2011-12-25,34.1,40306.0
2011-12-26,36.0,41234.0
2011-12-27,34.2,46851.0
2011-12-28,30.5,48329.0
2011-12-29,35.3,46810.0
2011-12-30,43.3,43282.0
2011-12-31,39.7,41275.0
2012-01-01,39.8,41163.0
2012-01-02,25.2,49468.0
2012-01-03,19.3,56450.0
2012-01-04,24.1,55757.0
2012-01-05,32.3,51740.0
2012-01-06,42.7,48014.0
2012-01-07,42.4,42223.0
2012-01-08,33.1,42938.0
2012-01-09,34.8,49658.0
2012-01-10,35.7,49614.0
2012-01-11,37.1,50370.0
2012-01-12,39.2,50706.0
2012-01-13,16.0,59825.0
2012-01-14,17.9,52804.0
2012-01-15,16.1,50182.0
2012-01-16,32.1,53421.0
2012-01-17,47.1,49673.0
2012-01-18,27.9,54509.0
2012-01-19,24.4,56666.0
2012-01-20,12.2,58968.0
2012-01-21,20.3,52919.0
2012-01-22,27.0,48392.0
2012-01-23,44.8,49382.0
2012-01-24,31.9,53198.0
2012-01-25,26.5,54325.0
2012-01-26,34.5,52233.0
2012-01-27,34.8,51321.0
2012-01-28,32.1,47415.0
2012-01-29,29.2,46682.0
2012-01-30,33.0,51930.0
2012-01-31,52.2,47654.0
2012-02-01,53.5,45656.0
2012-02-02,40.7,47886.0
2012-02-03,39.1,48507.0
2012-02-04,39.8,44791.0
2012-02-05,37.8,41952.0
2012-02-06,35.9,49332.0
2012-02-07,33.2,51828.0
2012-02-08,32.3,52855.0
2012-02-09,28.8,53697.0
2012-02-10,30.1,52959.0
2012-02-11,22.0,52823.0
2012-02-12,18.8,50848.0
2012-02-13,25.8,54600.0
2012-02-14,32.5,53271.0
2012-02-15,34.0,50652.0
2012-02-16,44.0,48848.0
2012-02-17,37.6,47897.0
2012-02-18,38.1,44614.0
2012-02-19,29.6,45141.0
2012-02-20,28.3,51060.0
2012-02-21,39.2,50855.0
2012-02-22,44.7,48131.0
2012-02-23,43.8,48202.0
2012-02-24,40.3,49505.0
2012-02-25,29.8,47965.0
2012-02-26,29.9,45211.0
2012-02-27,43.9,48181.0
2012-02-28,34.7,49392.0
2012-02-29,54.1,45943.0
2012-03-01,43.8,46650.0
2012-03-02,43.5,47564.0
2012-03-03,37.1,45585.0
2012-03-04,30.5,45518.0
2012-03-05,29.8,52430.0
2012-03-06,38.5,50234.0
2012-03-07,56.6,45723.0
2012-03-08,55.0,45812.0
2012-03-09,37.6,48165.0
2012-03-10,33.8,44259.0
2012-03-11,48.5,37549.0
2012-03-12,55.2,44144.0
2012-03-13,64.0,43439.0
2012-03-14,63.6,43407.0
2012-03-15,66.9,43723.0
2012-03-16,64.0,42561.0
2012-03-17,62.9,37863.0
2012-03-18,66.6,36313.0
2012-03-19,70.1,44795.0
2012-03-20,71.1,45981.0
2012-03-21,72.0,46995.0
2012-03-22,71.4,47183.0
2012-03-23,66.0,44228.0
2012-03-24,59.1,37628.0
2012-03-25,57.5,35646.0
2012-03-26,49.8,42791.0
2012-03-27,41.9,45427.0
2012-03-28,62.9,43592.0
2012-03-29,51.3,42186.0
2012-03-30,52.6,42603.0
2012-03-31,46.8,38011.0
2012-04-01,51.1,36557.0
2012-04-02,54.7,41715.0
2012-04-03,58.6,43072.0
2012-04-04,60.6,42364.0
2012-04-05,47.0,42697.0
2012-04-06,43.6,39836.0
2012-04-07,48.0,36535.0
